,0,1,2
10,1d-VljaqBC1hs4n-ZZDGPSHwY8Jv682Pa,21082352LOCALIZADOR ENTRADA: 71019500,"21082352LOCALIZADOR ENTRADA: 71019500 - 85/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
11,1ETmx6BEYT5QjtjMKduEc8-al9KkFQkw2,21082342LOCALIZADOR ENTRADA: 71019354,"21082342LOCALIZADOR ENTRADA: 71019354 - 70/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
12,1j34tmgMMqjxoKKBgRX_up98lWbNtPfBp,21082352LOCALIZADOR ENTRADA: 71019517,"21082352LOCALIZADOR ENTRADA: 71019517 - 68/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
13,1oAW3-IVD0Qwqr3a6fTkYXIu4KQm2Vz9V,21061578LOCALIZADOR ENTRADA: 71016563,"21061578LOCALIZADOR ENTRADA: 71016563 - 9/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
14,1NXUkNUnHUUX52xLJnC3lDR4dysj28h1M,21082352LOCALIZADOR ENTRADA: 71019558,"21082352LOCALIZADOR ENTRADA: 71019558 - 27/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
15,1DJuWHuR7a4MtljbudeKu3LAVQZS9z6y8,20777737LOCALIZADOR ENTRADA: 69910359,"20777737LOCALIZADOR ENTRADA: 69910359 - 49/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
16,1kBY_RHmg6Zd-aP2ZMS36WGR0818Kepp6,21082342LOCALIZADOR ENTRADA: 71019355,"21082342LOCALIZADOR ENTRADA: 71019355 - 69/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
17,1E6R1arAHN4eL0M7q7uqxnTiF1bDCtKts,21082342LOCALIZADOR ENTRADA: 71019280,"21082342LOCALIZADOR ENTRADA: 71019280 - 44/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
18,1MC1ndeyObriluPS4OLZE2UEYVsU-wII-,21061573LOCALIZADOR ENTRADA: 71016446,"21061573LOCALIZADOR ENTRADA: 71016446 - 62/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
19,18cT5PPoDEJrmsf6e25TQVBd4lgjqrRmq,20144935Loc. Entrada: 67529375,20144935
20,1pfT2pkOG4aliKG18pLZ1k-ke31AvU8WV,20777737LOCALIZADOR ENTRADA: 69910365,"20777737LOCALIZADOR ENTRADA: 69910365 - 43/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
21,1LlUZfTV-LTzQDwYDZa_sajlRz2CK3cXH,20777737LOCALIZADOR ENTRADA: 69910368,"20777737LOCALIZADOR ENTRADA: 69910368 - 11/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
